"dispute_id","description","category"
"D1941","The item was sent back. The refund is what I'm waiting for now.","REFUND_PENDING"
"D1942","I cancelled my account and the final credit balance has not been refunded.","REFUND_PENDING"
"D1943","The return was accepted. The money has not been returned.","REFUND_PENDING"
"D1944","I am waiting for the refund on a returned item that was the wrong size.","REFUND_PENDING"
"D1945","My money for a failed booking has not been returned.","REFUND_PENDING"
"D1946","The merchant's refund system seems to have an issue. I have been waiting too long.","REFUND_PENDING"
"D1947","I am yet to receive the credit for the returned goods.","REFUND_PENDING"
"D1948","This charge is for a product that did not work. I returned it and am awaiting refund.","REFUND_PENDING"
"D1949","The promised refund for the poor quality meal has not been processed by the restaurant.","REFUND_PENDING"
"D1950","I am still waiting for a refund. It's been an unacceptably long time.","REFUND_PENDING"
"D1951","The amount I was charged is higher than the price listed on the shelf.","OTHERS"
"D1952","The product delivered is a cheap counterfeit, not the genuine article advertised.","OTHERS"
"D1953","I was billed for the premium subscription plan, but I only signed up for the basic one.","OTHERS"
"D1954","The quality of the service provided was extremely poor and not what was promised.","OTHERS"
"D1955","A 'service fee' was added to my final bill that was not mentioned anywhere beforehand.","OTHERS"
"D1956","The gym is still charging me a monthly fee even though I cancelled my membership in writing two months ago.","OTHERS"
"D1957","The ATM dispensed 200 less than I requested, but my account was debited for the full amount.","OTHERS"
"D1958","The discount coupon I applied at checkout was not reflected in the final charge.","OTHERS"
"D1959","The item arrived damaged, and the merchant is refusing to accept a return or offer a refund.","OTHERS"
"D1960","I am disputing this charge as the repair service I paid for did not fix the issue.","OTHERS"
"D1961","The hotel charged me for items from the minibar that I did not consume.","OTHERS"
"D1962","The merchant's name on my statement is 'Test Merchant', I can't identify this purchase.","OTHERS"
"D1963","I was charged in USD instead of CAD, which resulted in a higher cost due to conversion.","OTHERS"
"D1964","The final invoice from the contractor included charges for work that was never performed.","OTHERS"
"D1965","I'm disputing this transaction because the product I received is a completely different model.","OTHERS"
"D1966","The subscription price was increased without any prior notification to me.","OTHERS"
"D1967","I paid this bill with my other card, so this automatic payment should not have been processed.","OTHERS"
"D1968","The car rental company has billed me for a pre-existing scratch.","OTHERS"
"D1969","The item I received is missing key components and is unusable. The seller is unresponsive.","OTHERS"
"D1970","The tip amount that was added to my bill is incorrect and much higher than what I authorized.","OTHERS"
"D1971","I am being charged for an extended warranty which I explicitly declined at the time of purchase.","OTHERS"
"D1972","This charge is for a service contract that I have cancelled due to the provider's non-performance.","OTHERS"
"D1973","The food I was served was cold and I am disputing the charge for the unsatisfactory meal.","OTHERS"
"D1974","I am being billed for a service after my contract with the company had already ended.","OTHERS"
"D1975","The 'money-back guarantee' advertised on their website is not being honored.","OTHERS"
"D1976","I paid for express shipping, but the item arrived two weeks late.","OTHERS"
"D1977","The product stopped working just one week after purchase, and the merchant won't honor the warranty.","OTHERS"
"D1978","Can you provide more information about this transaction? The merchant description is vague.","OTHERS"
"D1979","The software I bought is not compatible with my operating system, contrary to the seller's claims.","OTHERS"
"D1980","I was charged a 'no-show' fee for a medical appointment that I did cancel and have proof of cancellation.","OTHERS"
"D1981","The item I received seems to be refurbished or used, but I paid for a new product.","OTHERS"
"D1982","The tour was a major disappointment and did not include many of the advertised attractions.","OTHERS"
"D1983","The amount debited from my account is different from the total on my shopping receipt.","OTHERS"
"D1984","The company is making it nearly impossible to cancel this subscription service.","OTHERS"
"D1985","I am disputing this charge because the service was not rendered in a professional manner.","OTHERS"
"D1986","The final cost for the car repair was double the initial written estimate without my approval.","OTHERS"
"D1987","This transaction should have been tax-exempt, but I was charged sales tax.","OTHERS"
"D1988","I am challenging this charge because the consultant I hired did not provide the agreed-upon services.","OTHERS"
"D1989","The digital course I purchased was low-quality and did not cover the advertised topics.","OTHERS"
"D1990","The merchant is refusing to provide a proper invoice for this business expense.","OTHERS"
"D1991","The 'lifetime access' I purchased for this service has been revoked by the company.","OTHERS"
"D1992","I was billed for a full year's membership when I only agreed to a one-month trial.","OTHERS"
"D1993","The plumber was unable to fix the leak but still charged me for the full service call.","OTHERS"
"D1994","This charge includes optional extras that I did not request or authorize.","OTHERS"
"D1995","The product I received is a different size and color from my order.","OTHERS"
"D1996","My loyalty points were supposed to cover the full cost of this purchase, but my card was still charged.","OTHERS"
"D1997","This charge is for a delivery that was left in an unsafe location and was stolen as a result.","OTHERS"
"D1998","I am disputing this payment due to a misrepresentation of the product's capabilities.","OTHERS"
"D1999","The hotel room provided was of a much lower standard than the one I booked and paid for.","OTHERS"
"D2000","The company did not adhere to the agreed-upon delivery schedule, causing me to incur losses.","OTHERS"
"D2001","I am being charged a late fee, despite having proof that my payment was made on time.","OTHERS"
"D2002","The furniture delivered was damaged and the company is refusing to take responsibility.","OTHERS"
"D2003","This charge is for an automatic renewal that I was not given adequate notice for.","OTHERS"
"D2004","The weight of the produce I was charged for is significantly more than what I received.","OTHERS"
"D2005","I am disputing this charge as the merchant has gone out of business and cannot provide the goods.","OTHERS"
"D2006","The 'buy one, get one free' offer was not applied at the checkout. I was charged for both items.","OTHERS"
"D2007","The language course was taught by a different, less qualified instructor than advertised.","OTHERS"
"D2008","This payment was for a contractor who abandoned the project midway through.","OTHERS"
"D2009","I am being billed for data overage charges that are not accurate according to my own records.","OTHERS"
"D2010","The company has changed its terms of service and is now charging for features that were previously free.","OTHERS"
"D2011","I'm disputing this transaction because the business is engaging in unethical practices.","OTHERS"
"D2012","The rental vehicle broke down during my trip, yet I was charged the full rental price.","OTHERS"
"D2013","The merchant charged my card in their local currency, not mine, without offering me a choice.","OTHERS"
"D2014","I received an empty package, and the seller is claiming it must have been stolen after delivery.","OTHERS"
"D2015","This transaction was coded under the wrong category, which affects my company's expense reporting.","OTHERS"
"D2016","The service was not provided on the agreed-upon date.","OTHERS"
"D2017","I am disputing this charge as it violates consumer protection regulations.","OTHERS"
"D2018","The salesperson made false promises to get me to sign up for this service.","OTHERS"
"D2019","The charge is for a membership that does not provide any of the advertised benefits.","OTHERS"
"D2020","The item is not compatible with my device, although the seller guaranteed it would be.","OTHERS"
"D2021","The merchant is attempting to enforce a penalty clause in the contract that is unfair.","OTHERS"
"D2022","I was charged for a full portion at the restaurant when I only ordered a half portion.","OTHERS"
"D2023","This payment was applied to the wrong account by the service provider.","OTHERS"
"D2024","I'm disputing this charge for a cleaning service that did a terrible job and missed several areas.","OTHERS"
"D2025","The 'unlimited' plan I subscribed to actually has a fair usage cap that was not disclosed.","OTHERS"
"D2026","The technician caused damage to my property during the service call.","OTHERS"
"D2027","This charge is for a deposit on a rental that I cancelled according to their policy.","OTHERS"
"D2028","The final bill is significantly higher than the binding quote I was given.","OTHERS"
"D2029","I was charged for a service call, even though the issue was a fault with their own equipment.","OTHERS"
"D2030","The product expired much sooner than its stated expiration date.","OTHERS"
